"Date","Time","Text","Retweets","Replies","Potential Impressions","Link"
"2011 Mar 01 12:00:00 AM","7:09 AM","The new Cook County Government homepage makes its debut. Easier to use, Twitter, Facebook and more. http://ping.fm/cbGAL","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/42602271674085376"
"2011 Mar 01 12:00:00 AM","7:09 AM","Announcing a brand new look for the Forest Preserve of Cook County. Check it out: http://ping.fm/qVGib","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/42602325537333248"
"2011 Mar 01 12:00:00 AM","7:10 AM","Today is the last day to register online for the Cook County General Business License. Click here to apply:http://cot.ag/eRd2H7","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/42602607491039232"
"2011 Mar 01 12:00:00 AM","7:10 AM","Board of Review Opens Five Townships for Appeal http://bit.ly/eLWCgi","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/42602674251759616"
"2011 Mar 01 12:00:00 AM","7:19 AM","Follow the Cook County Blog on Twitter: http://bit.ly/h6XNMt","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/42604756581089281"
"2011 Mar 01 12:00:00 AM","7:19 AM","Like the Cook County Blog on Facebook: http://ping.fm/IYXSV","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/42604941587656704"
"2011 Mar 01 12:00:00 AM","7:21 AM","Toni Preckwinkle talks 2011 budget on WTTW's ""Chicago Tonight"" http://bit.ly/glo5Cs","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/42605311474929664"
"2011 Mar 02 12:00:00 AM","10:06 AM","You have until March 8th to register to vote in the April 5th Cook County Consolidated Election. Click here for info: http://ping.fm/a3Pbk","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/43009251488182272"
"2011 Mar 02 12:00:00 AM","10:07 AM","Everything you need to know about the April 5th Cook County Consolidated Election: http://ping.fm/RLnKk","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/43009633375358976"
"2011 Mar 02 12:00:00 AM","10:08 AM","Everything you need to know about the April 5th Cook County Consolidated Election: http://bit.ly/fG0pj0","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/43009923088515072"
"2011 Mar 02 12:00:00 AM","2:44 PM","Kurt summers, Chief of Staff to Cook County Board Pres. Toni Preckwinkle, answers your questions about the 2011 Cook County budget: http://p","3","0","4,339","http://twitter.com/ToniPreckwinkle/status/43079186079940608"
"2011 Mar 03 12:00:00 AM","11:37 AM","The 2011 Cook County Animal Control Rabies Vaccine and Microchip Clinics start March 23rd! Click here for the schedule http://ping.fm/m4ur5","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/43394523824525312"
"2011 Mar 03 12:00:00 AM","3:20 PM","Cook County Assessor Joe Berrios extends deadline for Senior Citizen Exemption http://bit.ly/ghBSMm","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/43450652025819136"
"2011 Mar 07 12:00:00 AM","12:30 PM","Follow us on Twitter! Click here: http://ping.fm/hXmuq","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/44857564478980096"
"2011 Mar 08 12:00:00 AM","7:58 AM","The 2011 Cook County Animal Control Rabies Vaccine and Microchip Clinics start March 23rd! Click here for the schedulehttp://bit.ly/gvVc1o","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45151527651913730"
"2011 Mar 08 12:00:00 AM","7:59 AM","Cook County Board of Review sponsors Property Tax Appeal Seminar for Lyons Twp. tonight @7pm. For more details, click http://cot.ag/fIGc6i","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45151663060815874"
"2011 Mar 08 12:00:00 AM","7:59 AM","Want to start a business? Become a minority, woman or veteran-owned business enterprise. Classes start tomorrow. Click http://cot.ag/ftKh6N","1","0","3,181","http://twitter.com/ToniPreckwinkle/status/45151687933042689"
"2011 Mar 08 12:00:00 AM","7:59 AM","Cook County seniors get property tax deadline extension. Click http://cot.ag/hL3GhU","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45151740416360448"
"2011 Mar 08 12:00:00 AM","7:59 AM","We're on your iPhone, iPad, Android, Blackberry 9500, & Palm Pre/Pixi. Goto http://bit.ly/fZAbxJ  and follow the prompts","1","0","3,529","http://twitter.com/ToniPreckwinkle/status/45151751648714752"
"2011 Mar 08 12:00:00 AM","7:59 AM","What's coming in 2011 for the Cook County Forest Preserve?  Find out from the Superintendent, http://bit.ly/hn2s4X","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45151781193392129"
"2011 Mar 08 12:00:00 AM","8:00 AM","Cook County Government news, information, deadlines and more:  http://ping.fm/3XSBR","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45151810964566017"
"2011 Mar 08 12:00:00 AM","8:00 AM","News and information for the people of Cook County, IL: http://cookcountyil.gov","1","0","3,529","http://twitter.com/ToniPreckwinkle/status/45151885912571905"
"2011 Mar 08 12:00:00 AM","8:00 AM","The Cook County Government Calendar keeps you up to date with events, public meetings, deadlines, and more: http://bit.ly/f2gBhj","1","0","3,529","http://twitter.com/ToniPreckwinkle/status/45151908276617216"
"2011 Mar 08 12:00:00 AM","8:00 AM","Like us on Facebook!  Events, news, videos and more. http://cot.ag/f4b0ZO","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45151957622603776"
"2011 Mar 08 12:00:00 AM","8:35 AM","Got a good idea for transparent and accountable government?  Let us know how to Make Cook County More Efficient:  http://bit.ly/hlIQMJ","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45160799269953536"
"2011 Mar 08 12:00:00 AM","11:07 AM","Cook County Commissioner Earlean Collins to help seniors file for senior property tax exemption http://bit.ly/faEY2m","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45199015763120128"
"2011 Mar 08 12:00:00 AM","11:13 AM","Toni Preckwinkle announces Cook County partnership with ComEd. From NBC video: http://j.mp/ePGk99","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45200606918483968"
"2011 Mar 08 12:00:00 AM","12:39 PM","Toni Preckwinkle will speak at the North Michigan Av Association, 3/10 @11 am, Millennium Knickerbocker Hotel | 163 East Walton","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45222153834082304"
"2011 Mar 09 12:00:00 AM","5:00 AM","The 2011 Cook County Animal Control Rabies Vaccine and Microchip Clinics start March 23rd! Click here for the schedule - http://ow.ly/4apQU","1","0","3,181","http://twitter.com/ToniPreckwinkle/status/45468997042454528"
"2011 Mar 09 12:00:00 AM","5:00 AM","The 2011 Cook County Animal Control Rabies Vaccine and Microchip Clinics start March 23rd! Click here for the schedule - http://ow.ly/4apLG","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45469000427257856"
"2011 Mar 09 12:00:00 AM","5:05 AM","Want to start a business? Become a minority, woman or veteran-owned business enterprise. Classes start tomorrow. For more details: - http://","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45470166506676225"
"2011 Mar 09 12:00:00 AM","5:10 AM","Cook County seniors get property tax deadline extension. Click: - http://ow.ly/","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45471413024464896"
"2011 Mar 09 12:00:00 AM","5:15 AM","We're on your iPhone, iPad, Android, Blackberry 9500, & Palm Pre/Pixi. Goto","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45472686394183680"
"2011 Mar 09 12:00:00 AM","5:20 AM","What's coming in 2011 for the Cook County Forest Preserve?  Find out from the Superintendent,","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45473937756389376"
"2011 Mar 09 12:00:00 AM","5:25 AM","Cook County Government news, information, deadlines and more: - http://ow.ly/4apQZ","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45475199465963520"
"2011 Mar 09 12:00:00 AM","5:25 AM","Cook County Government news, information, deadlines and more: - http://ow.ly/4apLL","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45475207787450368"
"2011 Mar 09 12:00:00 AM","5:30 AM","Got a good idea for transparent and accountable government? Let us know how to Make Cook County More Efficient - http://ow.ly/4apR0","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45476483547938816"
"2011 Mar 09 12:00:00 AM","5:30 AM","Got a good idea for transparent and accountable government? Let us know how to Make Cook County More Efficient - http://ow.ly/4apLM","2","0","4,967","http://twitter.com/ToniPreckwinkle/status/45476487805145088"
"2011 Mar 09 12:00:00 AM","5:35 AM","Cook County Government partners with ComEd to create energy-saving initiatives #green - http://ow.ly/4apR1","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45477716241285120"
"2011 Mar 09 12:00:00 AM","5:35 AM","Cook County Government partners with ComEd to create energy-saving initiatives #green - http://ow.ly/4apLN","2","0","6,024","http://twitter.com/ToniPreckwinkle/status/45477720615948288"
"2011 Mar 09 12:00:00 AM","5:40 AM","Cook County Commissioner Earlean Collins to help seniors file for senior property tax exemption - http://ow.ly/4apR2","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45478973647495168"
"2011 Mar 09 12:00:00 AM","5:40 AM","Cook County Commissioner Earlean Collins to help seniors file for senior property tax exemption - http://ow.ly/4apLO","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45478976617058304"
"2011 Mar 09 12:00:00 AM","5:45 AM","Toni Preckwinkle will speak at the North Michigan Av Association, 3/10 @11 am, Millennium Knickerbocker Hotel,  163 East Walton, Chicago","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45480305741664256"
"2011 Mar 09 12:00:00 AM","5:45 AM","Toni Preckwinkle will speak at the North Michigan Av Association, 3/10 @11 am, Millennium Knickerbocker Hotel,   163 East Walton","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45480311538188288"
"2011 Mar 15 12:00:00 AM","6:10 PM","Cook County Sheriff's Patrol Officer helps deliver newborn baby - http://ow.ly/4ffqX","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/47826930367610880"
"2011 Mar 09 12:00:00 AM","8:00 AM","Want to start a business? Become a minority, woman or veteran-owned business enterprise. Classes start tonight. For details: - http://ow.ly/","2","0","4,605","http://twitter.com/ToniPreckwinkle/status/45514312395128832"
"2011 Mar 09 12:00:00 AM","8:00 AM","Cook County Commissioner Earlean Collins to help seniors file for senior property tax exemption http://bit.ly/faEY2m","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45514356997361664"
"2011 Mar 09 12:00:00 AM","8:05 AM","Cook County seniors get property tax deadline extension.  Click: - http://ow.ly/","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45515467422580736"
"2011 Mar 09 12:00:00 AM","8:10 AM","We're on your iPhone, iPad, Android, Blackberry 9500, & Palm Pre/Pixi.  Goto","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45516726632333312"
"2011 Mar 09 12:00:00 AM","8:15 AM","What's coming in 2011 for the Cook County Forest Preserve?   Find out from the Superintendent,","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45518039441080320"
"2011 Mar 09 12:00:00 AM","8:20 AM","Cook County Government news, information,  deadlines and more: - http://ow.ly/4apLL","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45519242178740224"
"2011 Mar 09 12:00:00 AM","8:20 AM","Cook County Government news, information,  deadlines and more: - http://ow.ly/4apQZ","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45519243114070016"
"2011 Mar 09 12:00:00 AM","8:25 AM","Got a good idea for transparent and accountable government?  Let us know how to Make Cook County More Efficient - http://ow.ly/4apLM","1","0","3,529","http://twitter.com/ToniPreckwinkle/status/45520494618886144"
"2011 Mar 09 12:00:00 AM","8:25 AM","Got a good idea for transparent and accountable government?  Let us know how to Make Cook County More Efficient - http://ow.ly/4apR0","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45520494845366272"
"2011 Mar 09 12:00:00 AM","8:30 AM","Cook County Government partners with ComEd to create energy-saving initiatives  #green - http://ow.ly/4apLN","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45521861110530048"
"2011 Mar 09 12:00:00 AM","8:30 AM","Cook County Government partners with ComEd to create energy-saving initiatives  #green - http://ow.ly/4apR1","1","0","3,089","http://twitter.com/ToniPreckwinkle/status/45521865334194177"
"2011 Mar 09 12:00:00 AM","8:35 AM","Cook County Commissioner Earlean Collins to help seniors file for senior property tax exemption. Click here for info - http://ow.ly/4apLO","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45523012736401408"
"2011 Mar 09 12:00:00 AM","8:35 AM","Cook County Commissioner Earlean Collins to help seniors file for senior property tax exemption. Click here for info - http://ow.ly/4apR2","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45523012883185664"
"2011 Mar 09 12:00:00 AM","8:40 AM","Toni Preckwinkle will speak at the North Michigan Av Association, 3/10 @11 am, Millennium Knickerbocker Hotel |  163 East Walton","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45524273053450240"
"2011 Mar 09 12:00:00 AM","8:40 AM","Toni Preckwinkle will speak at the North Michigan Av Association, 3/10 @11 am, Millennium Knickerbocker Hotel, Chicago","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45524274009735168"
"2011 Mar 09 12:00:00 AM","8:45 AM","The 2011 Cook County Animal Control Rabies Vaccine and Microchip Clinics start March 23rd!   Click here for the schedule - http://ow.ly/4apQ","1","0","4,522","http://twitter.com/ToniPreckwinkle/status/45525561828835328"
"2011 Mar 09 12:00:00 AM","8:45 AM","The 2011 Cook County Animal Control Rabies Vaccine and Microchip Clinics start March 23rd!   Click here for the schedule - http://ow.ly/4apL","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/45525564978765824"
"2011 Mar 09 12:00:00 AM","12:00 PM","The 2011 Cook County Animal Control Rabies Vaccine and Microchip Clinics start March 23rd!  Click here for the schedule - http://ow.ly/4apQU","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45574782300848128"
"2011 Mar 09 12:00:00 AM","12:00 PM","The 2011 Cook County Animal Control Rabies Vaccine and Microchip Clinics start March 23rd!  Click here for the schedule - http://ow.ly/4apLG","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45574785454972928"
"2011 Mar 09 12:00:00 AM","12:05 PM","Want to start a business? Become a minority, woman or veteran-owned business enterprise.Classes start tonite. For more details: - http://ow.","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45575876057907200"
"2011 Mar 09 12:00:00 AM","12:05 PM","Want to start a business? Become a minority, woman or veteran-owned business enterprise.Classes start tomorrow. For more details: - http://o","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45575878079561728"
"2011 Mar 09 12:00:00 AM","12:10 PM","Cook County seniors get property tax deadline extension.Click: - http://ow.ly/","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45577155098329088"
"2011 Mar 09 12:00:00 AM","12:15 PM","We're on your iPhone, iPad, Android, Blackberry 9500, & Palm Pre/Pixi.Goto","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45578461976342528"
"2011 Mar 09 12:00:00 AM","12:20 PM","What's coming in 2011 for the Cook County Forest Preserve? Find out from the Superintendent,","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45579648880480256"
"2011 Mar 09 12:00:00 AM","12:25 PM","Bookmark the Cook County Government  homepage for news, information, deadlines and more: - http://ow.ly/4apLL","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45580913882562560"
"2011 Mar 09 12:00:00 AM","12:25 PM","Bookmark the Cook County Government homepage for news, information, deadlines and more: - http://ow.ly/4apQZ","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45580920606044160"
"2011 Mar 09 12:00:00 AM","12:31 PM","Got a good idea for transparent and accountable government?   Let us know how to Make Cook County More Efficient - http://ow.ly/4apLM","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45582395537231873"
"2011 Mar 09 12:00:00 AM","12:31 PM","Got a good idea for transparent and accountable government?   Let us know how to Make Cook County More Efficient - http://ow.ly/4apR0","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45582397433053184"
"2011 Mar 09 12:00:00 AM","12:35 PM","Cook County #Government partners with ComEd to create energy-saving initiatives #green government - http://ow.ly/4apLN","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45583426560077824"
"2011 Mar 09 12:00:00 AM","12:35 PM","Cook County #Government partners with ComEd to create energy-saving initiatives #green government - http://ow.ly/4apR1","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45583440137027584"
"2011 Mar 09 12:00:00 AM","12:40 PM","Cook County Commissioner Earlean Collins to help seniors file for senior property tax exemption. Click here for more: - http://ow.ly/4apLO","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45584692682043392"
"2011 Mar 09 12:00:00 AM","12:40 PM","Cook County Commissioner Earlean Collins to help seniors file for senior property tax exemption. Click here for more: - http://ow.ly/4apR2","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45584695941021696"
"2011 Mar 09 12:00:00 AM","12:46 PM","Toni Preckwinkle will speak at the North Michigan Av Association, 3/10 @11 am, Millennium Knickerbocker Hotel, 163 East Walton","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45586178015105024"
"2011 Mar 09 12:00:00 AM","2:12 PM","Forest Preserve District of Cook County wants to drive city kids to the park! - Chicago Sun-Times http://bit.ly/gIWlLS","1","0","1,973","http://twitter.com/ToniPreckwinkle/status/45607818518208512"
"2011 Mar 09 12:00:00 AM","8:00 PM","The 2011 Cook County Animal Control Rabies Vaccine and Microchip Clinics start March 23rd!   Click here - http://ow.ly/4apQU","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45695426288041984"
"2011 Mar 09 12:00:00 AM","8:00 PM","The 2011 Cook County Animal Control Rabies Vaccine and Microchip Clinics start March 23rd!   Click here - http://ow.ly/4apLG","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45695429769302016"
"2011 Mar 09 12:00:00 AM","8:05 PM","Want to start a business? Become a minority, woman or veteran-owned business enterprise. Classes start tonight. For more details: - http://o","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45696643445690369"
"2011 Mar 09 12:00:00 AM","8:10 PM","Cook County seniors get property tax deadline extension.   Click: - http://ow.ly/","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45697901824983040"
"2011 Mar 09 12:00:00 AM","8:10 PM","Cook County seniors get property tax deadline extension.   Click: - http://ow.ly/","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45697905167839232"
"2011 Mar 09 12:00:00 AM","8:15 PM","We're on your iPhone, iPad, Android, Blackberry 9500, & Palm Pre/Pixi.    Goto","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45699165317115904"
"2011 Mar 22 12:00:00 AM","1:00 PM","Toni Preckwinkle's public appearance schedule: - http://ow.ly/4jJ9v","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/50285676888997888"
"2011 Mar 09 12:00:00 AM","8:20 PM","What's coming in 2011 for the Cook County Forest Preserve?   Find out from the Superintendent - http://ow.ly/","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45700421548912641"
"2011 Mar 09 12:00:00 AM","8:25 PM","Cook County Government news, information, deadlines and more at this link: - http://ow.ly/4apQZ","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45701808617828352"
"2011 Mar 09 12:00:00 AM","8:25 PM","Cook County Government news, information, deadlines and more at this link: - http://ow.ly/4apLL","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45701812942151680"
"2011 Mar 09 12:00:00 AM","8:30 PM","Got a good idea for transparent and accountable government? Let us know how to Make Cook County More Efficient! - http://ow.ly/4apR0","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45702953172090880"
"2011 Mar 09 12:00:00 AM","8:30 PM","Got a good idea for transparent and accountable government? Let us know how to Make Cook County More Efficient! - http://ow.ly/4apLM","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45702956313620480"
"2011 Mar 09 12:00:00 AM","8:35 PM","Cook County Government partners with ComEd to create energy-saving initiatives   #green - http://ow.ly/4apR1","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45704192387579904"
"2011 Mar 09 12:00:00 AM","8:35 PM","Cook County Government partners with ComEd to create energy-saving initiatives   #green - http://ow.ly/4apLN","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45704193335500801"
"2011 Mar 09 12:00:00 AM","8:40 PM","Cook County Commissioner Earlean Collins to help seniors file for senior property tax exemption. Tell a friend: - http://ow.ly/4apLO","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45705450074804225"
"2011 Mar 09 12:00:00 AM","8:40 PM","Cook County Commissioner Earlean Collins to help seniors file for senior property tax exemption. Tell a friend: - http://ow.ly/4apR2","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45705450280333312"
"2011 Mar 09 12:00:00 AM","8:45 PM","Toni Preckwinkle will speak at the North Michigan Av Association, 3/10 @11 am, Millennium Knickerbocker Hotel,163 East Walton","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45706712031830016"
"2011 Mar 10 12:00:00 AM","5:00 AM","The 2011 Cook County Animal Control Rabies Vaccine and Microchip Clinics start March 23rd! Click here for the schedule - http://ow.ly/4benS","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45831386854195200"
"2011 Mar 10 12:00:00 AM","5:05 AM","Toni Preckwinkle appears at the Blue Cross/Blue Shield St. Paddys Day Party, 3/11, 2pm, 1340 W Washington, Chicago","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/45832556549124096"
"2011 Mar 10 12:00:00 AM","5:10 AM","Cook County seniors get property tax deadline extension. Click: - http://ow.ly/","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/45833810574704641"
"2011 Mar 10 12:00:00 AM","5:15 AM","We're on your iPhone, iPad, Android, Blackberry 9500, & Palm Pre/Pixi. Goto","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/45835130291486720"
"2011 Mar 10 12:00:00 AM","5:20 AM","What's coming in 2011 for the Cook County Forest Preserve?  Find out from the Superintendent,","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45836333540851714"
"2011 Mar 10 12:00:00 AM","5:25 AM","Cook County Government news, information, deadlines and more: - http://ow.ly/4benW","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45837578116665344"
"2011 Mar 10 12:00:00 AM","5:30 AM","Got a good idea for transparent and accountable government? Let us know how to Make Cook County More Efficient - http://ow.ly/4benX","1","0","2,129","http://twitter.com/ToniPreckwinkle/status/45838903235715073"
"2011 Mar 10 12:00:00 AM","5:35 AM","Cook County Government partners with ComEd to create energy-saving initiatives #green - http://ow.ly/4benY","1","0","2,357","http://twitter.com/ToniPreckwinkle/status/45840095353376768"
"2011 Mar 10 12:00:00 AM","5:40 AM","Cook County Commissioner Earlean Collins to help seniors file for senior property tax exemption - http://ow.ly/4benZ","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45841403586158592"
"2011 Mar 10 12:00:00 AM","5:45 AM","Toni Preckwinkle appears at the St Patricks Day Luncheon, 3/11, Noon, Excalibur, 632 N Dearborn, Chicago","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45842624044744704"
"2011 Mar 10 12:00:00 AM","5:50 AM","Toni Preckwinkle appears at the St Patricks Day Dinner, Irish Fellowship Club, 3/11, 6pm @Chicago Hilton, 720 S Michigan, Chicago","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45843869220347904"
"2011 Mar 10 12:00:00 AM","5:55 AM","Toni Preckwinkle appears at Paint the Town Green, 3/12, downtown Palatine @2 PM, Palatine","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45845137045196802"
"2011 Mar 10 12:00:00 AM","6:00 AM","Toni Preckwinkle appears at Chicago's St Patrick Day Parade, 3/12, @ 11 am, SE Corner of Columbus & Balbo, Chicago","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45846486109528064"
"2011 Mar 10 12:00:00 AM","6:05 AM","Toni Preckwinkle appears at Shamrock's for Kids, 3/12 @ 12:30 pm, Chicago Hilton, 720 S Michigan, Chicago","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45847681909784576"
"2011 Mar 10 12:00:00 AM","6:10 AM","Toni Preckwinkle appears with Citizens for Kyle Hastings, 3/12 @6:30 pm, St Paddys Day Parade, Orland Hills","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45848926686937088"
"2011 Mar 10 12:00:00 AM","6:15 AM","Toni Preckwinkle appears at the Akiba Schecter Benefit Dinner, 3/13 @ 5 pm, Fairmont Hotel, Chicago","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45850225755172864"
"2011 Mar 10 12:00:00 AM","6:25 AM","The 2011 Cook County Animal Control Rabies Vaccine and Microchip Clinics start March 23rd Click here for the schedule: - http://ow.ly/4benS","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45852686729482241"
"2011 Mar 10 12:00:00 AM","8:00 AM","Toni Preckwinkle appears at the Blue Cross-Blue Shield St. Paddys Day Party, 3/11,   2pm, 1340 W Washington, Chicago","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45876728664563712"
"2011 Mar 10 12:00:00 AM","8:05 AM","Cook County seniors get property tax deadline extension. Click here for details: - http://ow.ly/","1","0","4,522","http://twitter.com/ToniPreckwinkle/status/45877872124112897"
"2011 Mar 10 12:00:00 AM","8:10 AM","We're on your iPhone, iPad, Android, Blackberry 9500, & Palm Pre/Pixi! Click here and follow the prompts - http://ow.ly/4benU","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45879152460574720"
"2011 Mar 10 12:00:00 AM","8:15 AM","What's coming in 2011 for the Cook County Forest Preserve?  Find out from the Superintendent-Arnold Randall - http://ow.ly/","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45880457241427968"
"2011 Mar 10 12:00:00 AM","8:20 AM","Cook County Government news, information, deadlines & lots more: - http://ow.ly/4benW","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45881669793742848"
"2011 Mar 10 12:00:00 AM","8:10 PM","Cook County seniors get property tax deadline extension. Click here for more: - http://ow.ly/","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/46060316223746048"
"2011 Mar 10 12:00:00 AM","8:25 AM","Got a good idea for transparent and accountable government?   Let us know how to make Cook County More Efficient! - http://ow.ly/4benX","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45882881259741185"
"2011 Mar 10 12:00:00 AM","8:30 AM","Cook County #Government partners with ComEd to create energy saving initiatives #green government - http://ow.ly/4benY","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45884299718832128"
"2011 Mar 10 12:00:00 AM","8:35 AM","Cook County Commissioner Earlean Collins to help seniors file for  their senior property tax exemption - http://ow.ly/4benZ","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45885437356687360"
"2011 Mar 10 12:00:00 AM","8:40 AM","Toni Preckwinkle appears at the St Patricks Day Luncheon,  3/11, Noon, Excalibur, 632 N Dearborn, Chicago","0","0","3,112","http://twitter.com/ToniPreckwinkle/status/45886701066915840"
"2011 Mar 10 12:00:00 AM","8:45 AM","Toni Preckwinkle appears at the St Patricks Day Dinner, Irish Fellowship Club, 3/11,   6pm @Chicago Hilton, 720 S Michigan, Chicago","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/45887945026179072"
"2011 Mar 10 12:00:00 AM","8:50 AM","Toni Preckwinkle appears at Paint the Town Green, 3/12, downtown Palatine @2 PM,   Palatine","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/45889187781685248"
"2011 Mar 31 12:00:00 AM","8:30 AM","Early voting ends TODAY.  For locations, click here: - http://ow.ly/4qoRZ","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/53479176153468928"
"2011 Mar 10 12:00:00 AM","8:55 AM","Toni Preckwinkle appears at Chicago's St Patrick Day Parade, 3/12, @ 11 am, SE Corner of  Columbus & Balbo, Chicago","0","0","1,912","http://twitter.com/ToniPreckwinkle/status/45890433036988417"
